State, Candidate Number, Money (R$ Reais), Votes
PR , 3605 , 0.00 , 86
PR , 1099 , 0.00 , 33
PR , 1218 , 7916.00 , 999
PR , 1350 , 127705.72 , 43608
PR , 1357 , 134165.06 , 3970
PR , 5027 , 0.00 , 248
PR , 5555 , 118890.06 , 32123
PR , 4378 , 238012.84 , 32580
PR , 2045 , 6618.40 , 2972
PR , 4444 , 786.40 , 1533
PR , 1590 , 8700.00 , 2440
PR , 2055 , 600.00 , 0
PR , 1911 , 5872.90 , 506
PR , 4373 , 2383.43 , 1188
PR , 4370 , 3914.63 , 330
PR , 1272 , 2000.00 , 0
PR , 1599 , 111028.99 , 2154
PR , 4377 , 1714.63 , 648
PR , 4022 , 3846.64 , 221
PR , 6514 , 2696.00 , 470
PR , 4079 , 11840.64 , 3179
PR , 4078 , 33913.70 , 2170
PR , 1999 , 4854.50 , 664
PR , 4077 , 14684.28 , 426
PR , 4070 , 514156.34 , 59974
PR , 4353 , 7339.48 , 1539
PR , 1977 , 4836.50 , 504
PR , 1456 , 1756.64 , 707
PR , 3100 , 99614.47 , 12935
PR , 2020 , 127588.24 , 63970
PR , 2023 , 2991353.66 , 85155
PR , 1515 , 0.00 , 5787
PR , 5010 , 0.00 , 160
PR , 1511 , 1684658.72 , 176370
PR , 4011 , 20812.05 , 4901
PR , 1512 , 2203365.59 , 77699
PR , 4080 , 108770.60 , 7710
PR , 3603 , 6809.35 , 0
PR , 2737 , 100.40 , 672
PR , 5111 , 0.00 , 176
PR , 1208 , 9339.93 , 224
PR , 5113 , 1996.64 , 86
PR , 4088 , 54711.62 , 2744
PR , 4089 , 22516.64 , 569
PR , 3608 , 0.00 , 169
PR , 1414 , 1934428.80 , 187475
PR , 3632 , 4885.15 , 308
PR , 1200 , 13400.00 , 2906
PR , 4016 , 3846.64 , 155
PR , 3111 , 58510.52 , 5941
PR , 5055 , 280.70 , 1438
PR , 5050 , 13076.34 , 5366
PR , 5051 , 0.00 , 525
PR , 2810 , 0.00 , 14
PR , 2345 , 98186.66 , 2272
PR , 1214 , 6327.30 , 691
PR , 1616 , 0.00 , 3158
PR , 4001 , 62411.00 , 5508
PR , 4510 , 245862.84 , 4590
PR , 4003 , 54774.65 , 4192
PR , 4004 , 0.00 , 1143
PR , 4005 , 116203.40 , 10891
PR , 3650 , 0.00 , 22
PR , 4515 , 3023233.65 , 86439
PR , 7777 , 2564278.01 , 159569
PR , 1445 , 132184.34 , 28395
PR , 1444 , 141949.85 , 3802
PR , 2747 , 0.00 , 769
PR , 2030 , 2279385.05 , 75519
PR , 4021 , 9196.64 , 116
PR , 4321 , 379728.97 , 19555
PR , 3189 , 16684.64 , 1498
PR , 1566 , 267522.14 , 52260
PR , 4310 , 261693.40 , 12634
PR , 4311 , 74588.66 , 5305
PR , 4312 , 3394.89 , 842
PR , 4332 , 2010.89 , 2458
PR , 2723 , 3026.84 , 894
PR , 4315 , 15006.46 , 0
PR , 4316 , 2731.07 , 600
PR , 5099 , 0.00 , 523
PR , 1270 , 2803.50 , 437
PR , 5169 , 0.00 , 367
PR , 4099 , 26996.24 , 2072
PR , 3622 , 4813.82 , 217
PR , 2709 , 1756.64 , 485
PR , 2700 , 2616.64 , 3581
PR , 5533 , 1616819.71 , 92042
PR , 4500 , 284754.84 , 23119
PR , 4040 , 1775888.83 , 156263
PR , 5188 , 1885.00 , 320
PR , 1288 , 1105.29 , 476
PR , 2121 , 4638.40 , 2030
PR , 4399 , 1654.63 , 301
PR , 2088 , 1750.00 , 782
PR , 2333 , 31809.26 , 3981
PR , 4013 , 500.00 , 103
PR , 4012 , 30028.84 , 4025
PR , 2233 , 39483.88 , 23239
PR , 4010 , 37469.65 , 5179
PR , 3112 , 2770.00 , 535
PR , 4015 , 13076.64 , 578
PR , 4014 , 2520.00 , 595
PR , 4398 , 1654.63 , 91
PR , 2000 , 108153.58 , 5902
PR , 4379 , 9743.03 , 811
PR , 4588 , 70331.57 , 12511
PR , 2533 , 6906.64 , 1291
PR , 2008 , 4891.32 , 0
PR , 6512 , 3391.00 , 133
PR , 4034 , 45924.79 , 6246
RJ , 4303 , 6945.00 , 0
RJ , 2580 , 0.00 , 957
RJ , 6513 , 48738.28 , 10418
RJ , 4413 , 16490.00 , 2151
RJ , 4412 , 952.50 , 421
RJ , 4024 , 1078.00 , 346
RJ , 4023 , 1639.90 , 468
RJ , 4020 , 1447.00 , 1215
RJ , 4021 , 3490.00 , 2223
RJ , 2717 , 1892.00 , 599
RJ , 1940 , 1855.00 , 527
RJ , 2170 , 50.00 , 38
RJ , 1255 , 1922.50 , 0
RJ , 7030 , 440.00 , 273
RJ , 2858 , 799.00 , 316
RJ , 1399 , 43435.10 , 4199
RJ , 2851 , 348115.94 , 14439
RJ , 1792 , 700.00 , 0
RJ , 1791 , 700.00 , 5
RJ , 1790 , 2415.00 , 421
RJ , 2855 , 2149.00 , 1438
RJ , 5177 , 0.00 , 155
RJ , 2856 , 9931.15 , 1428
RJ , 3333 , 174018.50 , 4872
RJ , 7044 , 0.00 , 897
RJ , 4589 , 0.00 , 144
RJ , 7040 , 0.00 , 3687
RJ , 3335 , 1202.50 , 231
RJ , 7042 , 150.00 , 339
RJ , 1498 , 50500.00 , 0
RJ , 7049 , 0.00 , 602
RJ , 1700 , 39325.85 , 10687
RJ , 1701 , 0.00 , 0
RJ , 1703 , 202.50 , 306
RJ , 1705 , 0.00 , 0
RJ , 4012 , 215895.49 , 35463
RJ , 1061 , 0.00 , 0
RJ , 1060 , 20233.40 , 5669
RJ , 1063 , 1440.00 , 523
RJ , 1062 , 0.00 , 686
RJ , 1065 , 3239.90 , 4349
RJ , 2313 , 0.00 , 140
RJ , 1067 , 6980.05 , 650
RJ , 1066 , 0.00 , 1629
RJ , 2294 , 500.00 , 0
RJ , 4077 , 7708.50 , 1025
RJ , 1129 , 26192.96 , 572
RJ , 1081 , 2617.00 , 1017
RJ , 1080 , 4165.00 , 300
RJ , 4321 , 9718.00 , 4947
RJ , 4323 , 153786.06 , 17825
RJ , 1125 , 2764814.52 , 58825
RJ , 4326 , 166976.29 , 19479
RJ , 3678 , 9422.57 , 2291
RJ , 6580 , 0.00 , 1383
RJ , 2828 , 60900.00 , 16120
RJ , 2829 , 41497.00 , 3162
RJ , 3146 , 1087.50 , 136
RJ , 3147 , 31857.06 , 6464
RJ , 2824 , 0.00 , 2930
RJ , 4554 , 621287.52 , 16624
RJ , 4555 , 2428592.92 , 106398
RJ , 2821 , 0.00 , 1944
RJ , 4550 , 77365.50 , 4793
RJ , 4551 , 14483.41 , 607
RJ , 2543 , 6681.83 , 0
RJ , 2544 , 0.00 , 0
RJ , 2099 , 2400.50 , 512
RJ , 3388 , 46414.05 , 3422
RJ , 2269 , 1168622.14 , 40593
RJ , 1019 , 0.00 , 469
RJ , 1014 , 59205.00 , 4057
RJ , 1015 , 14800.00 , 805
RJ , 2260 , 0.00 , 1129
RJ , 1400 , 1437890.90 , 43656
RJ , 1010 , 232618.80 , 124087
RJ , 1011 , 840.00 , 1319
RJ , 2264 , 19653.19 , 12448
RJ , 1013 , 0.00 , 1431
RJ , 1234 , 524068.00 , 23720
RJ , 5002 , 0.00 , 446
RJ , 5001 , 99649.99 , 23410
RJ , 1237 , 0.00 , 398
RJ , 1230 , 6524.25 , 1040
RJ , 1231 , 16472.51 , 1120
RJ , 5005 , 75092.07 , 144770
RJ , 1233 , 140658.97 , 14983
RJ , 2761 , 54820.61 , 2955
RJ , 5008 , 500.00 , 715
RJ , 2767 , 4343.50 , 541
RJ , 2766 , 11486.84 , 1037
RJ , 1333 , 50543.32 , 20372
RJ , 3129 , 6000.00 , 378
RJ , 4358 , 0.00 , 77
RJ , 2286 , 0.00 , 0
RJ , 4356 , 1942.00 , 2546
RJ , 4357 , 0.00 , 300
RJ , 1517 , 20020.00 , 1733
RJ , 4353 , 2984.60 , 750
RJ , 7707 , 4010.00 , 1482
RJ , 2044 , 4055.64 , 562
RJ , 2517 , 4526.00 , 5381
RJ , 5579 , 5743.40 , 333
RJ , 7701 , 16485.34 , 6750
RJ , 5577 , 698335.77 , 104697
RJ , 4420 , 4327.50 , 713
RJ , 6500 , 1800.00 , 1202
RJ , 7708 , 12580.00 , 2558
RJ , 5570 , 908169.15 , 48879
RJ , 1088 , 1440.00 , 281
RJ , 1533 , 60445.04 , 12012
RJ , 1513 , 1394370.33 , 48204
RJ , 1530 , 6415151.60 , 232708
RJ , 4080 , 559589.27 , 82236
RJ , 3121 , 17138.50 , 5150
RJ , 7788 , 44341.40 , 0
RJ , 7789 , 4984.79 , 2248
RJ , 2736 , 3065.30 , 0
RJ , 3312 , 7514.00 , 1749
RJ , 5138 , 2370.00 , 129
RJ , 5137 , 3450.00 , 355
RJ , 5136 , 405.00 , 335
RJ , 5134 , 0.00 , 70
RJ , 5133 , 12900.00 , 2327
RJ , 3159 , 0.00 , 181
RJ , 1900 , 28607.92 , 3657
RJ , 1901 , 2260.00 , 157
RJ , 1151 , 1650.50 , 289
RJ , 2732 , 5195.50 , 839
RJ , 2833 , 2089.00 , 1015
RJ , 5112 , 6351.48 , 1059
RJ , 1210 , 11611.80 , 705
RJ , 2267 , 20.00 , 0
RJ , 2706 , 1949.00 , 652
RJ , 2890 , 6474.00 , 1498
RJ , 3153 , 0.00 , 223
RJ , 5118 , 1087.50 , 32
RJ , 2276 , 2200.00 , 172
RJ , 1020 , 0.00 , 0
RJ , 7001 , 1190.10 , 2239
RJ , 7000 , 0.00 , 327
RJ , 7002 , 11623.40 , 595
RJ , 7005 , 0.00 , 167
RJ , 7004 , 0.00 , 459
RJ , 7007 , 2625.00 , 2717
RJ , 7006 , 1300.00 , 462
RJ , 5182 , 3008.50 , 659
RJ , 5183 , 2040.00 , 85
RJ , 5180 , 5562.73 , 1989
RJ , 5181 , 6328.00 , 384
RJ , 5186 , 1965.00 , 240
RJ , 5187 , 1000.00 , 20
RJ , 5184 , 0.00 , 301
RJ , 1999 , 0.00 , 0
RJ , 5188 , 5920.00 , 905
RJ , 2265 , 12900.00 , 3300
RJ , 2866 , 1474.00 , 514
RJ , 1316 , 1400.00 , 0
RJ , 3636 , 26515.70 , 10311
RJ , 2869 , 19762.50 , 1959
RJ , 3633 , 1302.50 , 350
RJ , 3631 , 5147.15 , 1689
RJ , 5055 , 243795.56 , 27965
RJ , 2709 , 4941.50 , 403
RJ , 2802 , 700.00 , 0
RJ , 5060 , 500.00 , 0
RJ , 1050 , 12400.00 , 3461
RJ , 2344 , 1627.50 , 227
RJ , 1052 , 1640.00 , 171
RJ , 5057 , 2250.00 , 100
RJ , 1055 , 78414.00 , 8962
RJ , 1056 , 700.00 , 220
RJ , 1057 , 19484.01 , 5664
RJ , 2226 , 87582.56 , 17631
RJ , 3343 , 10370.83 , 562
RJ , 2224 , 0.00 , 0
RJ , 2225 , 14000.00 , 762
RJ , 7070 , 18046.59 , 4138
RJ , 2223 , 19800.95 , 18839
RJ , 3344 , 112071.18 , 9322
RJ , 7073 , 3270.00 , 754
RJ , 1433 , 110402.50 , 3413
RJ , 2704 , 7739.00 , 1435
RJ , 1755 , 952.50 , 450
RJ , 1753 , 1105.00 , 0
RJ , 2707 , 3177.20 , 0
RJ , 1177 , 0.00 , 1400
RJ , 4311 , 400.00 , 365
RJ , 4313 , 1551.55 , 0
RJ , 4314 , 6135.00 , 803
RJ , 1172 , 26101.00 , 1165
RJ , 1170 , 1650.50 , 97
RJ , 1270 , 8942.15 , 690
RJ , 3101 , 0.00 , 1258
RJ , 1277 , 420583.72 , 16015
RJ , 4505 , 4600.00 , 10506
RJ , 4507 , 1352.50 , 433
RJ , 4501 , 8023.00 , 580
RJ , 4500 , 121652.66 , 3483
RJ , 4468 , 0.00 , 309
RJ , 4502 , 400.00 , 0
RJ , 4466 , 0.00 , 382
RJ , 4462 , 2530.00 , 230
RJ , 2340 , 18694.50 , 402
RJ , 2121 , 2150.50 , 928
RJ , 2120 , 50.00 , 134
RJ , 1287 , 1004.60 , 0
RJ , 2122 , 1300.00 , 0
RJ , 2125 , 1300.00 , 0
RJ , 1280 , 13009.25 , 771
RJ , 3119 , 6000.00 , 159
RJ , 3118 , 17607.50 , 3141
RJ , 3117 , 0.00 , 322
RJ , 3116 , 0.00 , 22
RJ , 3114 , 405.00 , 691
RJ , 3113 , 27799.60 , 1460
RJ , 3112 , 17002.50 , 9040
RJ , 3111 , 6047.38 , 1568
RJ , 3110 , 0.00 , 1561
RJ , 7074 , 0.00 , 364
RJ , 2532 , 2503.50 , 557
RJ , 2533 , 9611.70 , 0
RJ , 2531 , 300.00 , 294
RJ , 1577 , 6788349.32 , 119584
RJ , 1575 , 3675.00 , 1253
RJ , 2535 , 11226.00 , 1979
RJ , 2712 , 9223.50 , 1260
RJ , 2713 , 0.00 , 4143
RJ , 2710 , 0.00 , 619
RJ , 7077 , 0.00 , 467
RJ , 1300 , 18952.00 , 7312
RJ , 1301 , 69208.20 , 19808
RJ , 1302 , 1996.50 , 2085
RJ , 1303 , 527100.82 , 37989
RJ , 2222 , 930486.32 , 335061
RJ , 2718 , 3864.00 , 234
RJ , 3334 , 20579.82 , 3150
RJ , 1309 , 152329.40 , 16666
RJ , 3345 , 1952.50 , 297
RJ , 2220 , 66472.93 , 30533
RJ , 2590 , 2005.16 , 0
RJ , 5070 , 0.00 , 1399
RJ , 2221 , 13675.50 , 5051
RJ , 5077 , 12750.64 , 724
RJ , 1221 , 362237.50 , 22778
RJ , 5039 , 0.00 , 1238
RJ , 5588 , 94561.71 , 17951
RJ , 5589 , 4287.50 , 764
RJ , 1370 , 1400.00 , 0
RJ , 1377 , 720739.38 , 48163
RJ , 2526 , 1357.50 , 639
RJ , 1379 , 2420.02 , 328
RJ , 2745 , 6074.00 , 816
RJ , 7757 , 42719.94 , 8709
RJ , 7756 , 0.00 , 279
RJ , 7751 , 5987.50 , 2169
RJ , 2010 , 5071.69 , 7057
RJ , 7752 , 1087.50 , 840
RJ , 5160 , 0.00 , 210
RJ , 2747 , 18161.50 , 6510
RJ , 1068 , 1540.00 , 71
RJ , 1344 , 1442.00 , 1148
RJ , 3183 , 1332.50 , 251
RJ , 1345 , 4234.60 , 2519
RJ , 1954 , 5700.00 , 1641
RJ , 4033 , 11303.75 , 597
RJ , 5195 , 2620.00 , 426
RJ , 5595 , 952.50 , 382
RJ , 1516 , 1353992.59 , 103190
RJ , 1601 , 1024.09 , 0
RJ , 7043 , 325.70 , 535
RJ , 1707 , 0.00 , 727
RJ , 4484 , 0.00 , 13
RJ , 1708 , 718.40 , 0
RJ , 1709 , 0.00 , 878
RJ , 2333 , 12525.00 , 261
RJ , 4310 , 1718.00 , 262
RJ , 1244 , 5266.50 , 0
RJ , 4433 , 10550.35 , 1712
RJ , 9014 , 17874.00 , 2113
RJ , 7031 , 0.00 , 429
RJ , 7032 , 0.00 , 151
RJ , 7033 , 0.00 , 281
RJ , 7035 , 3170.00 , 2668
RJ , 5526 , 0.00 , 74
RJ , 1510 , 617981.00 , 0
RJ , 7038 , 218.40 , 139
RJ , 2334 , 15795.40 , 0
RJ , 3300 , 1020.30 , 63
RJ , 1713 , 18776.72 , 1231
RJ , 2308 , 42122.50 , 1059
RJ , 1711 , 1855.00 , 1305
RJ , 7015 , 0.00 , 1104
RJ , 4040 , 4372.00 , 5745
RJ , 4041 , 2520.00 , 369
RJ , 1715 , 3835.39 , 1259
RJ , 1714 , 0.00 , 343
RJ , 7045 , 644.75 , 0
RJ , 2300 , 3152.50 , 0
RJ , 1718 , 30829.99 , 6658
RJ , 2230 , 19000.00 , 7772
RJ , 2288 , 229745.28 , 48058
RJ , 2882 , 700.00 , 0
RJ , 3666 , 4125.00 , 321
RJ , 3660 , 8952.70 , 1413
RJ , 1987 , 6841.88 , 0
RJ , 2280 , 206564.15 , 47157
RJ , 2281 , 2900.00 , 5091
RJ , 1131 , 12662.65 , 787
RJ , 1135 , 1650.50 , 129
RJ , 5165 , 0.00 , 89
RJ , 2233 , 241130.22 , 12141
RJ , 3151 , 202.50 , 207
RJ , 3150 , 1192.08 , 0
RJ , 3156 , 34607.70 , 1022
RJ , 3155 , 24134.36 , 1288
RJ , 2838 , 5399.00 , 3380
RJ , 7787 , 61583.35 , 8086
RJ , 4543 , 2305.00 , 1370
RJ , 4545 , 230353.00 , 34288
RJ , 4544 , 400.00 , 2138
RJ , 7089 , 0.00 , 137
RJ , 4546 , 400.00 , 337
RJ , 2275 , 4725.00 , 560
RJ , 2274 , 700.00 , 235
RJ , 2277 , 1200.00 , 0
RJ , 1387 , 9965.00 , 2586
RJ , 1432 , 5707.50 , 1791
RJ , 2270 , 948906.04 , 20328
RJ , 2577 , 2686.66 , 816
RJ , 2575 , 1357.50 , 0
RJ , 2572 , 600.00 , 44
RJ , 2278 , 1000.00 , 3268
RJ , 2797 , 23600.48 , 2597
RJ , 1009 , 12585.40 , 0
RJ , 4535 , 0.00 , 312
RJ , 1007 , 350.00 , 6454
RJ , 1005 , 840.00 , 115
RJ , 1003 , 0.00 , 330
RJ , 1299 , 405.00 , 0
RJ , 1001 , 13570.00 , 2500
RJ , 1000 , 125882.66 , 27913
RJ , 1225 , 17700.00 , 3208
RJ , 4537 , 3290.00 , 435
RJ , 1223 , 10424.00 , 1084
RJ , 1222 , 25307.45 , 2947
RJ , 5038 , 3900.00 , 440
RJ , 1220 , 32489.53 , 3496
RJ , 5037 , 2250.00 , 3237
RJ , 1342 , 0.00 , 638
RJ , 5035 , 0.00 , 110
RJ , 5032 , 0.00 , 1782
RJ , 5033 , 1680.00 , 555
RJ , 1229 , 9420.02 , 3724
RJ , 4436 , 0.00 , 52
RJ , 6530 , 6963.35 , 0
RJ , 4432 , 0.00 , 43
RJ , 4347 , 1718.00 , 0
RJ , 4345 , 6902.00 , 1106
RJ , 4343 , 6491.40 , 4346
RJ , 4341 , 0.00 , 201
RJ , 4340 , 6585.06 , 0
RJ , 7711 , 167113.00 , 17037
RJ , 7710 , 6687.50 , 845
RJ , 2880 , 1902.10 , 570
RJ , 2886 , 700.00 , 0
RJ , 7717 , 1387.50 , 0
RJ , 2885 , 5799.00 , 808
RJ , 3690 , 0.00 , 711
RJ , 5543 , 28201.59 , 4349
RJ , 2888 , 16507.36 , 9256
RJ , 2889 , 11400.60 , 2091
RJ , 4530 , 400.00 , 1233
RJ , 4531 , 400.00 , 0
RJ , 5544 , 91080.00 , 5658
RJ , 4533 , 1352.50 , 381
RJ , 1120 , 405181.47 , 464572
RJ , 1500 , 955392.44 , 30109
RJ , 1507 , 3510.00 , 195
RJ , 2110 , 2862.90 , 364
RJ , 2111 , 1313.80 , 0
RJ , 1508 , 346709.52 , 36614
RJ , 4461 , 0.00 , 14
RJ , 2114 , 1300.00 , 314
RJ , 2769 , 4604.00 , 511
RJ , 4324 , 1718.00 , 0
RJ , 1919 , 405.00 , 1485
RJ , 5108 , 28714.00 , 911
RJ , 5103 , 2985.00 , 261
RJ , 5100 , 43065.00 , 2517
RJ , 5101 , 0.00 , 819
RJ , 5106 , 1087.50 , 205
RJ , 5107 , 3247.50 , 1504
RJ , 1779 , 0.00 , 485
RJ , 2768 , 12959.30 , 0
RJ , 1773 , 700.00 , 110
RJ , 7765 , 2535.50 , 848
RJ , 7766 , 9301.40 , 0
RJ , 2755 , 6432.75 , 1592
RJ , 2020 , 1633154.41 , 20814
RJ , 7761 , 12094.00 , 447
RJ , 2750 , 8008.30 , 2134
RJ , 2751 , 20386.40 , 3768
RJ , 3144 , 7182.50 , 275
RJ , 3145 , 0.00 , 572
RJ , 4558 , 1352.50 , 378
RJ , 3600 , 0.00 , 1795
RJ , 9055 , 54535.60 , 6395
RJ , 2827 , 17409.00 , 2296
RJ , 5199 , 0.00 , 458
RJ , 5198 , 8000.00 , 144
RJ , 1616 , 4794.99 , 8737
RJ , 4001 , 3324.00 , 1141
RJ , 4002 , 0.00 , 1008
RJ , 5196 , 0.00 , 287
RJ , 4004 , 276774.81 , 5174
RJ , 4005 , 1220.00 , 512
RJ , 5193 , 2100.00 , 269
RJ , 4007 , 16290.00 , 3014
RJ , 2823 , 119717.97 , 3797
RJ , 1073 , 600.00 , 20
RJ , 2871 , 700.00 , 0
RJ , 2870 , 15589.48 , 849
RJ , 2877 , 3499.00 , 0
RJ , 2875 , 700.00 , 0
RJ , 3623 , 4695.00 , 1914
RJ , 2878 , 41987.33 , 8403
RJ , 1319 , 1400.00 , 141
RJ , 2818 , 0.00 , 35
RJ , 1573 , 17730.00 , 94
RJ , 3351 , 1202.50 , 26
RJ , 1360 , 1400.00 , 0
RJ , 4451 , 2592.85 , 0
RJ , 1595 , 0.00 , 96
RJ , 1041 , 0.00 , 1237
RJ , 1040 , 178529.04 , 31185
RJ , 1047 , 0.00 , 764
RJ , 1046 , 840.00 , 548
RJ , 7069 , 0.00 , 92
RJ , 1044 , 10215.00 , 897
RJ , 7067 , 0.00 , 287
RJ , 7066 , 70000.00 , 974
RJ , 7065 , 51754.89 , 11367
RJ , 2232 , 3400.00 , 2147
RJ , 2235 , 0.00 , 265
RJ , 2234 , 1100.00 , 1481
RJ , 2237 , 650.00 , 219
RJ , 2236 , 186165.01 , 15929
RJ , 1763 , 0.00 , 495
RJ , 3182 , 6000.00 , 110
RJ , 1766 , 1314.00 , 1343
RJ , 1767 , 0.00 , 16
RJ , 1765 , 1177.50 , 540
RJ , 5515 , 33502.50 , 2321
RJ , 4302 , 2147.00 , 696
RJ , 1269 , 49501.62 , 20116
RJ , 4300 , 6870.07 , 696
RJ , 4307 , 1494.00 , 459
RJ , 4306 , 1948.00 , 600
RJ , 5172 , 11840.00 , 745
RJ , 1262 , 10557.50 , 290
RJ , 1261 , 289.90 , 650
RJ , 1149 , 3403.00 , 27
RJ , 1264 , 0.00 , 505
RJ , 4478 , 1719.00 , 386
RJ , 1307 , 14957.00 , 1152
RJ , 4574 , 1352.50 , 416
RJ , 4575 , 1021.70 , 225
RJ , 4577 , 84460.00 , 7037
RJ , 4579 , 675.00 , 527
RJ , 3650 , 6800.00 , 1360
RJ , 1913 , 4984.00 , 711
RJ , 4477 , 3260.00 , 684
RJ , 5501 , 5720550.50 , 57587
RJ , 2525 , 11512.50 , 0
RJ , 3128 , 8810.00 , 377
RJ , 1545 , 855531.33 , 45581
RJ , 2714 , 724.00 , 0
RJ , 1540 , 1276433.61 , 58534
RJ , 2522 , 2865.00 , 0
RJ , 3122 , 4598.50 , 1622
RJ , 3123 , 140642.09 , 13336
RJ , 3120 , 3000.00 , 243
RJ , 2715 , 96510.06 , 3329
RJ , 3126 , 6000.00 , 0
RJ , 3124 , 86421.89 , 0
RJ , 3125 , 0.00 , 1682
RJ , 5029 , 1880.00 , 1238
RJ , 2248 , 74317.92 , 13873
RJ , 2244 , 51500.00 , 10810
RJ , 2245 , 1015.00 , 11798
RJ , 2246 , 239527.39 , 16191
RJ , 2247 , 6067.00 , 435
RJ , 2240 , 415200.00 , 6718
RJ , 2242 , 5837.09 , 3061
RJ , 2243 , 33557.85 , 6702
RJ , 1317 , 0.00 , 397
RJ , 2213 , 0.00 , 3529
RJ , 1314 , 1279247.16 , 24628
RJ , 1313 , 858141.99 , 87003
RJ , 1312 , 2400740.43 , 48903
RJ , 1311 , 652197.56 , 18950
RJ , 1310 , 933865.96 , 52809
RJ , 2705 , 0.00 , 480
RJ , 5147 , 101486.18 , 3950
RJ , 5144 , 14857.13 , 1044
RJ , 5145 , 0.00 , 399
RJ , 7083 , 0.00 , 0
RJ , 5140 , 1965.00 , 625
RJ , 2702 , 2824.00 , 254
RJ , 7772 , 7607.45 , 828
RJ , 2210 , 89690.53 , 12541
RJ , 2263 , 66118.60 , 13558
RJ , 7085 , 0.00 , 282
RJ , 7084 , 0.00 , 184
RJ , 5593 , 841416.29 , 55380
RJ , 2261 , 1306.45 , 1230
RJ , 4408 , 952.50 , 68
RJ , 1023 , 4365.00 , 647
RJ , 5596 , 810997.91 , 23807
RJ , 6565 , 1206535.56 , 68531
RJ , 2266 , 499366.47 , 33743
RJ , 4406 , 0.00 , 18
RJ , 4407 , 5327.50 , 290
RJ , 4400 , 0.00 , 2336
RJ , 4403 , 23208.93 , 5315
RJ , 7729 , 1387.50 , 756
RJ , 2798 , 0.00 , 15
RJ , 2799 , 0.00 , 3041
RJ , 1388 , 22944.18 , 181
RJ , 1012 , 3965.00 , 0
RJ , 9016 , 14346.86 , 576
RJ , 5424 , 0.00 , 0
RJ , 7721 , 5707.50 , 0
RJ , 7722 , 67352.99 , 5042
RJ , 7723 , 9684.97 , 3255
RJ , 1380 , 29709.80 , 21598
RJ , 7725 , 171890.93 , 35701
RJ , 7727 , 17615.00 , 3105
RJ , 5003 , 0.00 , 421
RJ , 9099 , 9277.12 , 447
RJ , 1235 , 68522.00 , 2498
RJ , 7041 , 400.00 , 2113
RJ , 9090 , 1881000.33 , 85449
RJ , 1236 , 129767.00 , 5011
RJ , 1920 , 1855.00 , 95
RJ , 5000 , 11159.44 , 3673
RJ , 1925 , 700.00 , 38
RJ , 5007 , 0.00 , 439
RJ , 5006 , 1730.01 , 607
RJ , 5099 , 0.00 , 2291
RJ , 2757 , 1813.00 , 402
RJ , 5090 , 0.00 , 0
RJ , 5091 , 3490.00 , 2692
RJ , 5004 , 22120.64 , 0
RJ , 5095 , 2250.00 , 0
RJ , 5191 , 0.00 , 15
RJ , 1305 , 1400.00 , 0
RJ , 4491 , 700.00 , 0
RJ , 4095 , 1340.00 , 298
RJ , 7760 , 43300.00 , 1014
RJ , 5009 , 2250.00 , 0
RJ , 4499 , 0.00 , 447
RJ , 2760 , 4019.00 , 267
RJ , 7762 , 91711.41 , 14954
RJ , 2228 , 0.00 , 3238
RJ , 1331 , 925832.09 , 30592
RJ , 2321 , 16411.00 , 1385
RJ , 1239 , 7789.00 , 1376
RJ , 7023 , 17400.80 , 2040
RJ , 7022 , 600.00 , 3598
RJ , 7021 , 109239.05 , 7559
RJ , 7020 , 66783.95 , 2293
RJ , 9001 , 7999.77 , 0
RJ , 9000 , 1928200.00 , 58409
RJ , 3311 , 0.00 , 0
RJ , 3313 , 0.00 , 909
RJ , 7028 , 0.00 , 952
RJ , 3315 , 1952.50 , 220
RJ , 3316 , 2540.00 , 791
RJ , 4056 , 580.00 , 486
RJ , 4055 , 1340.00 , 900
RJ , 1208 , 5197.50 , 107
RJ , 1078 , 840.00 , 548
RJ , 1729 , 2113.40 , 185
RJ , 1724 , 43470.50 , 10512
RJ , 7057 , 0.00 , 195
RJ , 1722 , 0.00 , 538
RJ , 1723 , 952.50 , 1982
RJ , 1720 , 90504.76 , 9538
RJ , 1741 , 3152.50 , 0
RJ , 2512 , 22781.45 , 0
RJ , 3610 , 4825.00 , 2780
RJ , 3611 , 4915.00 , 550
RJ , 2299 , 77985.44 , 15851
RJ , 2293 , 1900.00 , 125
RJ , 5445 , 789.07 , 1272
RJ , 2290 , 64110.90 , 4533
RJ , 2297 , 200.00 , 0
RJ , 2295 , 3550.00 , 959
RJ , 1778 , 0.00 , 300
RJ , 2190 , 50.00 , 107
RJ , 2808 , 1136.50 , 146
RJ , 3169 , 15223.50 , 265
RJ , 3166 , 0.00 , 22
RJ , 2803 , 1474.00 , 1110
RJ , 2800 , 2118.50 , 2841
RJ , 2801 , 1226.50 , 424
RJ , 3162 , 3722.50 , 0
RJ , 3160 , 6000.00 , 450
RJ , 3161 , 0.00 , 321
RJ , 2200 , 49521.66 , 65624
RJ , 7097 , 0.00 , 465
RJ , 7094 , 0.00 , 420
RJ , 1589 , 13379.80 , 424
RJ , 7093 , 0.00 , 0
RJ , 7090 , 7368.40 , 2467
RJ , 2207 , 56534.54 , 2622
RJ , 2208 , 590847.41 , 9557
RJ , 1583 , 14980.00 , 645
RJ , 1580 , 3489134.57 , 180741
